DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
0.864,83.2664103,0.000675,-0.000675,194.23925,0.00641,-0.00641,0.029,0.411,-0.029,2.813,0.187,-0.187,620.0,66.3,-66.3,2.89,0.43,-0.47,439.0,8.78,3.51,-2.97,10.9,1.0,5538.0,83.0,-74.0,4.266,0.168,-0.112,1.18,0.175,-0.194,291.85522,38.393131,14.97,1,1
1.0,202.1168173,0.000544,-0.000544,292.05064,0.00185,-0.00185,0.906,0.01,-0.028,4.683,0.154,-0.154,2700.0,58.2,-58.2,5.8,0.72,-0.34,286.0,1.59,0.53,-0.26,56.3,1.0,5536.0,74.0,-83.0,4.498,0.038,-0.113,0.917,0.115,-0.053,286.77145,39.983822,13.922,1,1
0.999,7.78199862,3.77e-05,-3.77e-05,133.58871,0.00357,-0.00357,0.816,0.135,-0.595,3.947,0.126,-0.126,107.0,4.6,-4.6,1.32,0.21,-0.19,983.0,220.8,97.45,-71.36,25.6,2.0,5762.0,104.0,-115.0,4.314,0.132,-0.108,1.143,0.181,-0.164,291.63467,41.833858,13.484,1,2
0.0,49.78861301,6.94e-06,-6.94e-06,175.192714,0.000114,-0.000114,0.753,0.033,-0.044,7.41807,0.00716,-0.00716,219000.0,165.0,-165.0,32.57,1.62,-2.1,271.0,1.28,0.27,-0.25,1566.8,1.0,3892.0,86.0,-86.0,4.708,0.036,-0.021,0.542,0.027,-0.035,291.1601,37.761101,15.591,0,0
1.0,10.10773789,4.79e-05,-4.79e-05,135.1032,0.00406,-0.00406,0.151,0.299,-0.151,3.828,0.109,-0.109,295.0,12.8,-12.8,1.98,0.33,-0.39,879.0,140.75,61.18,-55.29,25.3,1.0,5480.0,82.0,-74.0,4.26,0.18,-0.12,1.174,0.191,-0.234,290.57672,39.95689,15.017,1,2
0.0,220.9290121,0.000509,-0.000509,240.81927,0.00185,-0.00185,0.826,0.002,-0.609,7.335,0.218,-0.218,2460.0,39.1,-39.1,5.24,1.61,-0.64,299.0,1.89,1.69,-0.6,70.4,1.0,5893.0,159.0,-176.0,4.483,0.065,-0.208,0.941,0.288,-0.115,296.03668,47.180119,14.707,0,0
0.998,25.2149143,0.000399,-0.000399,152.6912,0.0156,-0.0156,0.599,0.376,-0.389,5.76,0.514,-0.514,174.0,23.8,-23.8,1.19,0.13,-0.09,559.0,23.05,7.31,-4.98,9.9,3.0,5435.0,109.0,-109.0,4.495,0.063,-0.077,0.873,0.09,-0.068,290.97342,45.290321,14.779,1,2
0.44,27.285315,0.00926,-0.00926,153.656,0.466,-0.466,0.213,0.23,-0.213,7.47,0.591,-0.591,397.0,48.8,-48.8,2.19,0.75,-0.26,678.0,49.97,51.3,-16.89,9.6,1.0,6304.0,196.0,-240.0,4.407,0.072,-0.217,1.094,0.371,-0.132,295.05518,46.66975,14.71,1,1
0.0,1.545388842,8.41e-06,-8.41e-06,132.63059,0.00503,-0.00503,0.341,0.136,-0.341,3.037,0.161,-0.161,52.8,3.1,-3.1,0.56,0.13,-0.04,1421.0,964.53,610.63,-221.06,20.6,1.0,5782.0,138.0,-155.0,4.594,0.036,-0.144,0.767,0.168,-0.056,297.86011,46.386261,13.529,0,0
0.0,43.56225858,2.73e-05,-2.73e-05,153.270753,0.000515,-0.000515,1.295,36.42,-0.116,3.6873,0.0305,-0.0305,51300.0,368.0,-368.0,80.02,25.3,-12.6,624.0,35.83,32.71,-13.36,163.6,1.0,6411.0,162.0,-194.0,4.307,0.108,-0.201,1.216,0.384,-0.192,289.26416,47.005989,13.676,0,0
0.0,2.404386969,5.5e-08,-5.5e-08,133.2105484,1.89e-05,-1.89e-05,0.613,0.002,-0.002,7.40348,0.00058,-0.00058,313000.0,86.4,-86.4,79.72,22.5,-15.0,1670.0,1838.11,1462.17,-753.15,8577.4,1.0,6466.0,145.0,-178.0,4.278,0.165,-0.182,1.21,0.341,-0.227,299.71979,40.903961,11.941,0,0
0.0,499.47338,0.0119,-0.0119,455.5672,0.0136,-0.0136,0.793,0.159,-0.56,12.248,0.575,-0.575,1660.0,112.0,-112.0,3.71,0.36,-0.14,191.0,0.31,0.1,-0.04,15.7,5.0,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855,1,1
0.995,198.088873,0.00249,-0.00249,319.73002,0.00815,-0.00815,0.633,0.304,-0.409,7.955,0.307,-0.307,1030.0,65.9,-65.9,3.24,0.34,-0.38,288.0,1.63,0.5,-0.43,18.0,1.0,5275.0,86.0,-79.0,4.397,0.12,-0.08,0.969,0.102,-0.113,286.57617,41.741459,15.717,1,2
0.969,54.4183827,0.000248,-0.000248,162.51384,0.00352,-0.00352,0.586,0.059,-0.443,4.507,0.116,-0.116,875.0,35.5,-35.5,2.83,0.32,-0.19,443.0,9.11,2.87,-1.62,25.8,2.0,5455.0,81.0,-81.0,4.467,0.064,-0.096,0.927,0.105,-0.061,291.93423,48.141651,15.347,1,2
1.0,0.524175803,8.2e-07,-8.2e-07,131.60105,0.00133,-0.00133,0.318,0.133,-0.318,0.7648,0.0565,-0.0565,237.0,13.9,-13.9,1.27,0.12,-0.05,1891.0,3049.23,835.7,-389.42,22.4,1.0,5278.0,73.0,-84.0,4.576,0.015,-0.09,0.815,0.08,-0.029,285.33154,41.063911,15.04,1,1
0.974,20.9254083,0.000261,-0.000261,134.8986,0.0104,-0.0104,0.201,0.24,-0.201,6.783,0.253,-0.253,109.0,8.1,-8.1,1.26,0.2,-0.2,729.0,66.95,29.87,-23.43,15.5,1.0,5821.0,105.0,-117.0,4.283,0.137,-0.112,1.21,0.194,-0.194,289.18265,47.873379,13.966,1,2
1.0,5.62006198,3e-05,-3e-05,132.95381,0.00453,-0.00453,0.969,0.005,-0.751,2.751,0.12,-0.12,190.0,13.0,-13.0,1.45,0.08,-0.06,772.0,84.01,16.64,-11.46,17.4,1.0,4868.0,78.0,-78.0,4.6,0.014,-0.049,0.746,0.045,-0.03,289.55301,41.297852,14.009,1,2
0.0,25.7054557,0.000277,-0.000277,156.66709,0.00838,-0.00838,0.722,28.08,-0.27,6.059,0.327,-0.327,266.0,9.6,-9.6,1.75,0.56,-0.18,670.0,47.76,44.67,-14.41,27.6,1.0,6326.0,169.0,-207.0,4.459,0.054,-0.216,1.001,0.32,-0.107,297.98141,39.900162,13.859,0,0
0.0,308.185801,0.00471,-0.00471,306.2132,0.0156,-0.0156,0.023,0.428,-0.023,3.689,0.294,-0.294,709.0,86.3,-86.3,2.12,0.44,-0.18,230.0,0.66,0.44,-0.18,9.5,1.0,5380.0,187.0,-187.0,4.581,0.025,-0.144,0.813,0.169,-0.068,288.10904,38.652012,14.664,0,0
0.786,2.43135542,1.5e-05,-1.5e-05,133.92077,0.0055,-0.0055,0.12,0.342,-0.12,1.401,0.155,-0.155,124.0,16.3,-16.3,1.07,0.33,-0.11,1422.0,965.4,863.66,-292.75,9.3,1.0,6231.0,169.0,-225.0,4.488,0.052,-0.208,0.955,0.291,-0.097,296.4718,40.681622,15.225,1,1
1.0,92.461135,0.00106,-0.00106,211.1951,0.0121,-0.0121,0.083,0.358,-0.083,14.344,0.293,-0.293,122.0,6.4,-6.4,2.86,0.55,-0.55,564.0,23.91,11.96,-9.32,20.7,1.0,5132.0,69.0,-84.0,3.675,0.12,-0.132,2.648,0.51,-0.51,291.5072,39.323662,11.784,1,1
1.0,155.042265,0.000401,-0.000401,213.49978,0.00181,-0.00181,0.824,0.014,-0.02,9.848,0.141,-0.141,4880.0,49.1,-49.1,26.44,4.23,-5.18,511.0,16.15,6.91,-6.37,117.9,1.0,4994.0,74.0,-82.0,3.509,0.143,-0.117,3.322,0.532,-0.65,295.88028,51.26379,14.932,1,1
0.0,12.427076,0.000281,-0.000281,141.4085,0.028,-0.028,0.026,0.433,-0.026,17.447,0.834,-0.834,47.5,2.1,-2.1,0.82,0.22,-0.19,870.0,135.77,112.42,-64.41,25.3,1.0,5841.0,176.0,-193.0,4.278,0.204,-0.185,1.193,0.327,-0.268,297.56931,40.619637,11.6,0,0
0.899,81.4160138,0.000488,-0.000488,160.86387,0.00515,-0.00515,0.911,0.045,-0.531,14.175,0.764,-0.764,762.0,16.1,-16.1,4.63,0.87,-0.44,522.0,17.53,9.01,-4.37,54.3,1.0,6352.0,113.0,-139.0,4.267,0.063,-0.117,1.401,0.263,-0.132,291.25562,48.846924,12.146,1,2
0.998,92.7297248,0.000398,-0.000398,177.43808,0.00347,-0.00347,0.857,0.056,-0.597,6.83,0.153,-0.153,1260.0,31.9,-31.9,2.81,0.2,-0.08,276.0,1.38,0.32,-0.19,43.3,1.0,4580.0,92.0,-92.0,4.641,0.012,-0.045,0.675,0.046,-0.021,285.25366,46.582191,14.897,1,1
0.999,2.543063763,9.21e-06,-9.21e-06,132.68159,0.00321,-0.00321,0.215,0.238,-0.215,2.8473,0.092,-0.092,152.0,6.4,-6.4,1.26,0.18,-0.14,1319.0,716.3,279.02,-179.77,26.5,1.0,5579.0,75.0,-75.0,4.389,0.105,-0.105,1.029,0.152,-0.114,295.50269,43.232792,14.736,1,2
1.0,10.10404351,1.04e-05,-1.04e-05,132.892841,0.000867,-0.000867,0.951,0.023,-0.676,1.0022,0.0559,-0.0559,1320.0,54.8,-54.8,4.05,0.91,-0.39,752.0,75.32,50.39,-20.17,39.5,1.0,5530.0,149.0,-149.0,4.541,0.05,-0.15,0.831,0.187,-0.08,291.88907,39.361771,14.031,1,1
0.004,7.300735516,7.16e-07,-7.16e-07,133.5664741,8.13e-05,-8.13e-05,0.446,0.009,-0.012,5.78725,0.00813,-0.00813,13100.0,9.8,-9.8,13.32,4.55,-1.52,1086.0,328.98,321.74,-105.84,1640.0,1.0,6434.0,153.0,-230.0,4.394,0.07,-0.21,1.138,0.389,-0.13,296.04764,43.762138,14.933,0,0
0.984,4.13827684,2.6e-05,-2.6e-05,133.2285,0.00504,-0.00504,0.499,0.443,-0.284,3.449,0.18,-0.18,63.8,4.2,-4.2,1.13,0.19,-0.23,1324.0,725.53,318.11,-293.04,16.8,2.0,5758.0,78.0,-86.0,4.168,0.182,-0.098,1.385,0.232,-0.283,294.86618,48.638981,13.71,1,2
0.0,10.42360821,8.58e-05,-8.58e-05,138.01504,0.00762,-0.00762,0.001,0.455,-0.001,5.404,0.199,-0.199,878.0,47.8,-47.8,1.67,0.13,-0.17,515.0,16.64,4.78,-4.94,18.7,3.0,4260.0,115.0,-140.0,4.663,0.06,-0.024,0.58,0.044,-0.06,297.33563,41.89048,15.719,0,0
0.999,56.3479517,0.000952,-0.000952,163.3795,0.0155,-0.0155,0.768,0.187,-0.55,8.789,0.345,-0.345,43.6,3.3,-3.3,1.06,0.04,-0.04,586.0,27.97,3.68,-3.55,15.1,1.0,5843.0,78.0,-78.0,4.086,0.012,-0.01,1.471,0.053,-0.059,287.31485,39.538181,10.455,1,1
1.0,10.21418792,2.01e-05,-2.01e-05,170.70466,0.00149,-0.00149,0.016,0.393,-0.016,5.8201,0.0495,-0.0495,304.0,4.5,-4.5,2.29,0.38,-0.37,957.0,198.34,90.06,-70.39,78.6,1.0,5843.0,105.0,-117.0,4.25,0.137,-0.112,1.332,0.218,-0.218,292.18689,41.727051,13.336,1,2
0.0,1.549979213,4.22e-07,-4.22e-07,132.675027,0.000222,-0.000222,0.486,0.017,-0.016,7.5945,0.0183,-0.0183,371000.0,695.0,-695.0,136.64,73.0,-89.2,2141.0,4986.15,8378.43,-4454.73,672.7,1.0,5408.0,178.0,-162.0,3.777,0.777,-0.333,2.058,1.1,-1.344,285.9259,41.09082,13.939,0,0
1.0,20.55331441,7.51e-05,-7.51e-05,139.5613,0.00296,-0.00296,0.795,0.101,-0.556,5.3136,0.0975,-0.0975,678.0,19.0,-19.0,3.19,1.02,-0.34,749.0,74.49,69.62,-22.73,40.6,1.0,6325.0,174.0,-217.0,4.409,0.065,-0.208,1.112,0.353,-0.118,296.4032,51.271339,14.829,1,2
0.0,0.933746783,3.28e-06,-3.28e-06,131.51962,0.00352,-0.00352,0.007,0.291,-0.006,4.255,0.114,-0.114,418.0,8.6,-8.6,1.3,0.1,-0.11,1309.0,696.63,205.15,-181.72,62.8,1.0,4643.0,126.0,-140.0,4.61,0.052,-0.028,0.663,0.052,-0.057,292.84448,47.550419,15.647,0,0
1.0,12.81590421,1.95e-05,-1.95e-05,122.94682,0.00119,-0.00119,0.58,0.005,-0.486,6.3856,0.0438,-0.0438,221.0,2.2,-2.2,2.26,0.15,-0.12,939.0,183.68,35.61,-27.85,106.7,1.0,5788.0,78.0,-78.0,4.122,0.033,-0.027,1.474,0.094,-0.079,291.38599,41.990269,11.197,1,2
1.0,1.729367077,2.59e-06,-2.59e-06,133.81929,0.00125,-0.00125,0.278,0.17,-0.278,1.7442,0.0408,-0.0408,484.0,12.6,-12.6,1.82,0.15,-0.09,1284.0,643.54,151.59,-96.16,44.7,3.0,5227.0,73.0,-83.0,4.535,0.033,-0.066,0.838,0.068,-0.04,289.78622,46.858791,15.342,1,2
0.994,8.19596647,4e-05,-4e-05,136.68736,0.00427,-0.00427,0.252,0.198,-0.252,2.824,0.13,-0.13,793.0,45.9,-45.9,2.04,0.13,-0.19,672.0,48.2,14.22,-13.82,20.2,1.0,4723.0,167.0,-167.0,4.557,0.063,-0.032,0.747,0.046,-0.069,295.45715,50.077171,15.858,1,1
0.0,2.002779769,7.65e-06,-7.65e-06,261.95791,0.00262,-0.00262,0.242,0.215,-0.242,2.231,0.11,-0.11,261.0,13.7,-13.7,1.42,0.29,-0.19,1311.0,696.4,432.41,-232.91,22.2,1.0,5346.0,159.0,-159.0,4.44,0.135,-0.18,0.892,0.179,-0.119,298.44775,47.264999,14.606,0,0
0.0,0.759755409,7.8e-06,-7.8e-06,131.79602,0.00937,-0.00937,0.455,0.064,-0.455,2.734,0.255,-0.255,70.0,5.7,-5.7,0.91,0.33,-0.1,2121.0,4773.08,5106.22,-1583.78,15.9,1.0,6090.0,190.0,-253.0,4.447,0.044,-0.232,1.071,0.378,-0.118,290.49057,40.722191,15.259,0,0
0.0,8.04963472,2.67e-07,-2.67e-07,138.6541935,2.64e-05,-2.64e-05,0.671,0.004,-0.004,6.00488,0.00077,-0.00077,280000.0,27.0,-27.0,95.98,26.5,-21.7,1247.0,571.1,456.35,-271.96,5246.5,1.0,6698.0,169.0,-220.0,4.171,0.185,-0.185,1.485,0.41,-0.336,284.41779,48.680908,13.831,0,0
0.0,161.7883271,3.54e-05,-3.54e-05,214.039,0.000166,-0.000166,0.267,0.03,-0.055,5.31,0.0123,-0.0123,87800.0,154.0,-154.0,36.14,6.24,-3.63,375.0,4.68,2.07,-1.12,704.5,1.0,6018.0,72.0,-90.0,4.327,0.08,-0.12,1.212,0.209,-0.122,291.38269,37.07299,15.661,0,0
0.0,1.47258471,4.23e-07,-4.23e-07,132.92769,0.000142,-0.000142,0.75,0.022,-0.021,4.76885,0.00858,-0.00858,224000.0,327.0,-327.0,123.25,32.0,-39.2,2705.0,12617.53,10057.47,-7672.31,741.5,1.0,7360.0,232.0,-310.0,4.008,0.24,-0.16,2.024,0.526,-0.643,287.64722,48.646679,14.206,0,0
0.0,5.17968868,1.15e-05,-1.15e-05,136.46144,0.00202,-0.00202,1.203,5.224,-0.118,3.7256,0.0918,-0.0918,122.0,3.0,-3.0,18.91,3.38,-1.7,972.0,211.06,115.27,-54.2,48.4,1.0,5761.0,155.0,-155.0,4.548,0.051,-0.128,0.815,0.146,-0.073,297.31979,43.332722,11.871,0,0
0.0,12.4239677,0.000855,-0.000855,141.676,0.0639,-0.0639,0.007,0.447,-0.007,16.01,1.7,-1.7,162.0,13.4,-13.4,0.87,0.08,-0.09,606.0,31.93,11.05,-9.22,12.8,1.0,4995.0,151.0,-151.0,4.58,0.072,-0.039,0.698,0.065,-0.072,297.6394,40.490452,15.706,0,0
0.0,1.667482003,2.3e-06,-2.3e-06,133.17729,0.0012,-0.0012,0.052,0.372,-0.052,1.5931,0.0415,-0.0415,546.0,13.5,-13.5,15.15,3.08,-0.58,3257.0,26549.71,14619.04,-2964.07,50.2,1.0,4678.0,80.0,-47.0,2.756,0.027,-0.03,6.72,1.369,-0.257,289.32968,44.974209,12.882,0,0
1.0,52.6298542,0.000328,-0.000328,155.61064,0.00569,-0.00569,0.311,0.147,-0.311,6.118,0.166,-0.166,676.0,29.1,-29.1,3.68,0.55,-1.36,544.0,20.65,8.4,-12.9,27.2,1.0,5339.0,88.0,-72.0,4.096,0.368,-0.092,1.433,0.212,-0.531,294.78915,46.98399,15.004,1,2
1.0,10.37168928,1.48e-05,-1.48e-05,172.61729,0.00117,-0.00117,0.537,0.02,-0.478,3.035,0.0456,-0.0456,1250.0,21.2,-21.2,3.2,0.18,-0.28,720.0,63.68,11.53,-13.96,64.5,1.0,5121.0,76.0,-84.0,4.457,0.091,-0.039,0.888,0.049,-0.077,290.39322,43.363899,15.193,1,2
0.0,1.72128752,2.78e-05,-2.78e-05,132.5489,0.0166,-0.0166,0.449,0.017,-0.448,2.366,0.365,-0.365,58.5,9.9,-9.9,0.65,0.17,-0.06,1415.0,944.49,750.53,-251.94,7.7,2.0,5813.0,157.0,-174.0,4.561,0.035,-0.184,0.833,0.225,-0.075,289.77744,45.153191,15.178,0,0
1.0,5.83909761,2.02e-05,-2.02e-05,132.09261,0.00291,-0.00291,0.341,0.096,-0.341,3.1915,0.0899,-0.0899,274.0,11.6,-11.6,2.06,0.33,-0.39,1097.0,341.48,153.14,-134.02,25.2,2.0,5553.0,111.0,0.0,4.221,0.188,-0.101,1.25,0.196,-0.24,292.58044,46.097389,15.065,1,2
0.752,13.4471791,1.25e-05,-1.25e-05,132.830555,0.00077,-0.00077,0.963,0.013,-0.008,3.0454,0.0546,-0.0546,1430.0,21.1,-21.1,5.24,1.64,-0.7,848.0,122.34,112.28,-42.14,105.3,1.0,6276.0,169.0,-206.0,4.405,0.087,-0.203,1.041,0.326,-0.14,292.37476,37.630959,14.0,1,1
0.0,0.784031658,1e-06,-1e-06,133.38391,0.001,-0.001,0.102,0.356,-0.102,0.7773,0.0515,-0.0515,352.0,18.6,-18.6,1.55,0.32,-0.11,1705.0,1995.65,1336.95,-468.82,28.2,1.0,5435.0,179.0,-163.0,4.578,0.027,-0.144,0.824,0.174,-0.058,294.13202,39.981979,15.479,0,0
0.946,11.1916199,8.12e-05,-8.12e-05,138.04258,0.006,-0.006,0.895,0.077,-0.654,2.1,0.205,-0.205,166.0,17.0,-17.0,1.47,0.2,-0.1,782.0,88.34,30.94,-16.88,11.9,1.0,5646.0,67.0,-84.0,4.464,0.051,-0.119,0.956,0.129,-0.07,283.33533,47.208832,14.528,1,1
0.998,3.24325988,2.09e-07,-2.09e-07,133.6690203,5.24e-05,-5.24e-05,0.117,0.028,-0.08,3.03318,0.00154,-0.00154,16500.0,11.8,-11.8,12.91,2.11,-0.91,1243.0,563.17,236.5,-104.64,1586.2,1.0,5823.0,69.0,-87.0,4.438,0.051,-0.127,1.013,0.166,-0.071,294.99631,50.470058,14.952,1,2
0.0,1.721313779,1.95e-07,-1.95e-07,132.5318957,9.44e-05,-9.44e-05,0.315,0.007,-0.004,3.54768,0.00441,-0.00441,535000.0,611.0,-611.0,83.69,24.6,-13.3,1627.0,1658.35,1431.25,-630.89,742.8,1.0,5960.0,160.0,-196.0,4.371,0.124,-0.186,1.073,0.316,-0.17,289.74515,45.18716,15.187,0,0
0.999,49.5674085,0.000187,-0.000187,169.54227,0.00322,-0.00322,0.866,0.055,-0.599,4.002,0.0847,-0.0847,730.0,24.9,-24.9,2.91,0.38,-0.21,465.0,11.09,4.27,-2.27,31.2,3.0,5569.0,111.0,-111.0,4.474,0.059,-0.11,0.927,0.122,-0.066,290.67313,38.69101,13.597,1,2
1.0,9.9267215,1.16e-05,-1.16e-05,175.68671,0.000912,-0.000912,0.625,0.052,-0.452,3.8428,0.0379,-0.0379,726.0,8.0,-8.0,2.76,0.38,-0.23,803.0,98.34,39.83,-21.78,97.3,1.0,5475.0,109.0,-109.0,4.43,0.081,-0.108,0.982,0.137,-0.08,287.91791,45.592869,14.129,1,2
0.002,379.42818,0.043,-0.043,358.9906,0.0345,-0.0345,0.006,0.424,-0.006,11.24,1.3,-1.3,404.0,43.8,-43.8,1.89,0.59,-0.19,252.0,0.95,0.86,-0.27,11.1,1.0,5947.0,160.0,-178.0,4.487,0.054,-0.216,0.945,0.294,-0.098,289.98419,41.918591,13.782,0,0
0.006,5.2436612,0.000317,-0.000317,132.7337,0.0598,-0.0598,0.436,0.045,-0.436,11.39,1.2,-1.2,88.3,7.0,-7.0,1.1,0.34,-0.14,1249.0,574.76,519.69,-198.39,14.5,1.0,6598.0,185.0,-231.0,4.387,0.065,-0.195,1.145,0.35,-0.15,291.90421,41.779518,15.479,0,0
0.999,1.118547814,3.23e-06,-3.23e-06,132.84826,0.00224,-0.00224,0.221,0.249,-0.221,1.5534,0.0761,-0.0761,235.0,13.0,-13.0,0.98,0.08,-0.07,1174.0,447.97,148.57,-97.09,21.7,1.0,4496.0,134.0,-121.0,4.65,0.021,-0.049,0.658,0.058,-0.043,296.60342,44.129261,15.793,1,2
0.0,0.856895349,1.49e-06,-1.49e-06,133.67521,0.00149,-0.00149,0.554,0.019,-0.478,1.3078,0.0502,-0.0502,82.2,3.1,-3.1,0.82,0.25,-0.07,1881.0,2960.82,2627.85,-788.31,33.1,1.0,6021.0,163.0,-163.0,4.537,0.037,-0.213,0.873,0.264,-0.083,291.07446,37.744389,13.098,0,0
1.0,20.5498184,2.35e-05,-2.35e-05,178.946396,0.000931,-0.000931,0.649,0.168,-0.4,5.5484,0.0746,-0.0746,1560.0,13.6,-13.6,4.04,0.54,-0.4,657.0,44.11,17.25,-10.69,123.1,1.0,5688.0,113.0,-101.0,4.415,0.1,-0.1,0.971,0.13,-0.095,289.78052,49.89653,14.534,1,2
0.0,17.03085756,1.11e-06,-1.11e-06,145.542727,5.27e-05,-5.27e-05,1.047,0.025,-0.027,4.24308,0.00195,-0.00195,77800.0,24.6,-24.6,73.8,24.6,-30.1,836.0,115.15,115.38,-79.37,1947.8,1.0,5575.0,167.0,-167.0,4.066,0.476,-0.204,1.423,0.475,-0.58,299.82162,43.760342,14.461,0,0
1.0,127.2824442,0.00017,-0.00017,163.89,0.00115,-0.00115,0.827,0.009,-0.011,7.1545,0.0744,-0.0744,8090.0,62.6,-62.6,12.04,1.87,-2.06,392.0,5.61,2.49,-2.03,148.1,1.0,5733.0,115.0,-104.0,4.281,0.143,-0.104,1.183,0.184,-0.202,294.31699,43.629341,15.505,1,2
0.0,6.30828538,1.3e-06,-1.3e-06,134.379945,0.000186,-0.000186,0.69,0.015,-0.013,2.48633,0.00712,-0.00712,114000.0,356.0,-356.0,29.34,3.23,-3.24,803.0,98.21,42.48,-30.71,559.2,1.0,5069.0,194.0,-176.0,4.524,0.08,-0.064,0.78,0.086,-0.086,294.16446,46.423988,16.515,0,0
0.989,11.006795,0.000226,-0.000226,135.9925,0.0176,-0.0176,0.66,0.011,-0.507,5.112,0.588,-0.588,146.0,16.6,-16.6,1.34,0.42,-0.19,874.0,138.34,134.32,-48.96,10.9,1.0,6091.0,193.0,-214.0,4.424,0.07,-0.21,1.047,0.334,-0.143,287.37808,47.771191,15.355,1,1
1.0,16.51410989,3.39e-05,-3.39e-05,176.11686,0.00165,-0.00165,0.395,0.008,-0.395,4.1575,0.0539,-0.0539,974.0,18.5,-18.5,2.72,0.27,-0.24,655.0,43.57,13.8,-9.97,55.9,1.0,5527.0,111.0,-111.0,4.488,0.075,-0.075,0.866,0.089,-0.074,296.56622,44.105862,15.223,1,2
0.0,1.680425996,8.02e-06,-8.02e-06,132.33173,0.00669,-0.00669,0.646,0.048,-0.038,5.4548,0.018,-0.018,277000.0,816.0,-816.0,102.31,31.0,-25.4,2203.0,5564.77,4980.91,-2911.86,440.1,1.0,6844.0,190.0,-286.0,4.145,0.175,-0.175,1.629,0.494,-0.404,292.57278,45.757729,14.11,0,0
0.934,2.4376438,1.8e-05,-1.8e-05,132.1228,0.0067,-0.0067,0.112,0.335,-0.112,1.587,0.164,-0.164,27.1,3.7,-3.7,0.79,0.14,-0.16,1686.0,1909.13,858.44,-781.22,8.8,1.0,5927.0,79.0,-79.0,4.117,0.182,-0.098,1.53,0.264,-0.322,287.76895,46.83194,12.66,1,1
0.0,1.152216965,7.84e-07,-7.84e-07,133.277861,0.000559,-0.000559,0.811,0.025,-0.054,2.2245,0.0755,-0.0755,12100.0,167.0,-167.0,187.73,50.9,-50.9,5283.0,183811.71,174589.84,-139795.71,104.5,1.0,5560.0,268.0,-1005.0,2.619,0.075,-0.225,15.113,4.094,-4.094,293.28156,43.055809,13.63,0,0
1.0,3.64830183,1.62e-05,-1.62e-05,355.39128,0.00307,-0.00307,0.063,0.396,-0.062,1.9985,0.0929,-0.0929,372.0,21.0,-21.0,1.33,0.12,-0.09,860.0,129.44,49.47,-32.5,19.9,3.0,4769.0,172.0,-172.0,4.622,0.024,-0.06,0.714,0.068,-0.049,295.8255,42.94339,15.505,1,1
0.904,425.483539,0.00862,-0.00862,149.0438,0.0186,-0.0186,0.03,0.436,-0.029,17.856,0.623,-0.623,997.0,60.3,-60.3,3.2,0.92,-0.3,248.0,0.89,0.79,-0.26,19.6,1.0,5977.0,190.0,-211.0,4.473,0.048,-0.204,1.022,0.292,-0.097,294.05762,46.441029,15.807,1,2
0.987,134.2520474,0.000547,-0.000547,182.70534,0.00306,-0.00306,0.001,0.392,-0.001,9.0636,0.0904,-0.0904,832.0,16.6,-16.6,3.43,0.54,-0.53,393.0,5.63,2.44,-1.92,57.2,1.0,5818.0,105.0,-117.0,4.276,0.143,-0.104,1.2,0.186,-0.186,298.51532,41.891201,13.35,1,2
1.0,2.752359689,1.74e-06,-1.74e-06,171.259808,0.000501,-0.000501,0.436,0.003,-0.435,2.0722,0.0211,-0.0211,792.0,8.0,-8.0,2.54,0.29,-0.13,1178.0,455.43,140.28,-70.49,115.7,1.0,5461.0,73.0,-82.0,4.499,0.042,-0.098,0.897,0.102,-0.047,286.5285,43.873402,14.034,1,2
1.0,10.91274065,1.47e-05,-1.47e-05,169.85247,0.00105,-0.00105,0.685,0.192,-0.459,2.1801,0.0445,-0.0445,1390.0,26.5,-26.5,2.13,0.12,-0.16,443.0,9.12,1.88,-2.0,57.4,3.0,3834.0,77.0,-84.0,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264,1,2
